ticker,market,sector,name,market_cap,rank,as_of,source,source_as_of
005930,KOSPI,통신 및 방송 장비 제조업,삼성전자,,1,2022-11-30,krx_pykrx,2022-11-30
373220,KOSPI,일차전지 및 이차전지 제조업,LG에너지솔루션,,2,2022-11-30,krx_pykrx,2022-11-30
207940,KOSPI,기초 의약물질 제조업,삼성바이오로직스,,3,2022-11-30,krx_pykrx,2022-11-30
000660,KOSPI,반도체 제조업,SK하이닉스,,4,2022-11-30,krx_pykrx,2022-11-30
051910,KOSPI,기초 화학물질 제조업,LG화학,,5,2022-11-30,krx_pykrx,2022-11-30
006400,KOSPI,일차전지 및 이차전지 제조업,삼성SDI,,6,2022-11-30,krx_pykrx,2022-11-30
005380,KOSPI,자동차용 엔진 및 자동차 제조업,현대차,,7,2022-11-30,krx_pykrx,2022-11-30
035420,KOSPI,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",NAVER,,8,2022-11-30,krx_pykrx,2022-11-30
000270,KOSPI,자동차용 엔진 및 자동차 제조업,기아,,9,2022-11-30,krx_pykrx,2022-11-30
005490,KOSPI,1차 철강 제조업,POSCO홀딩스,,10,2022-11-30,krx_pykrx,2022-11-30
035720,KOSPI,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",카카오,,11,2022-11-30,krx_pykrx,2022-11-30
068270,KOSPI,기초 의약물질 제조업,셀트리온,,12,2022-11-30,krx_pykrx,2022-11-30
028260,KOSPI,기타 전문 도매업,삼성물산,,13,2022-11-30,krx_pykrx,2022-11-30
105560,KOSPI,기타 금융업,KB금융,,14,2022-11-30,krx_pykrx,2022-11-30
012330,KOSPI,자동차 신품 부품 제조업,현대모비스,,15,2022-11-30,krx_pykrx,2022-11-30
055550,KOSPI,기타 금융업,신한지주,,16,2022-11-30,krx_pykrx,2022-11-30
003670,KOSPI,일차전지 및 이차전지 제조업,포스코퓨처엠,,17,2022-11-30,krx_pykrx,2022-11-30
096770,KOSPI,석유 정제품 제조업,SK이노베이션,,18,2022-11-30,krx_pykrx,2022-11-30
034730,KOSPI,기타 금융업,SK,,19,2022-11-30,krx_pykrx,2022-11-30
066570,KOSPI,통신 및 방송 장비 제조업,LG전자,,20,2022-11-30,krx_pykrx,2022-11-30
032830,KOSPI,보험업,삼성생명,,21,2022-11-30,krx_pykrx,2022-11-30
033780,KOSPI,담배 제조업,KT&G,,22,2022-11-30,krx_pykrx,2022-11-30
015760,KOSPI,전기업,한국전력,,23,2022-11-30,krx_pykrx,2022-11-30
086790,KOSPI,기타 금융업,하나금융지주,,24,2022-11-30,krx_pykrx,2022-11-30
003550,KOSPI,기타 금융업,LG,,25,2022-11-30,krx_pykrx,2022-11-30
010130,KOSPI,1차 비철금속 제조업,고려아연,,26,2022-11-30,krx_pykrx,2022-11-30
323410,KOSPI,은행 및 저축기관,카카오뱅크,,27,2022-11-30,krx_pykrx,2022-11-30
259960,KOSPI,소프트웨어 개발 및 공급업,크래프톤,,28,2022-11-30,krx_pykrx,2022-11-30
011200,KOSPI,해상 운송업,HMM,,29,2022-11-30,krx_pykrx,2022-11-30
017670,KOSPI,전기 통신업,SK텔레콤,,30,2022-11-30,krx_pykrx,2022-11-30
034020,KOSPI,일반 목적용 기계 제조업,두산에너빌리티,,31,2022-11-30,krx_pykrx,2022-11-30
009150,KOSPI,전자부품 제조업,삼성전기,,32,2022-11-30,krx_pykrx,2022-11-30
329180,KOSPI,선박 및 보트 건조업,HD현대중공업,,33,2022-11-30,krx_pykrx,2022-11-30
051900,KOSPI,기타 화학제품 제조업,LG생활건강,,34,2022-11-30,krx_pykrx,2022-11-30
036570,KOSPI,소프트웨어 개발 및 공급업,NC,,35,2022-11-30,krx_pykrx,2022-11-30
018260,KOSPI,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",삼성에스디에스,,36,2022-11-30,krx_pykrx,2022-11-30
000810,KOSPI,보험업,삼성화재,,37,2022-11-30,krx_pykrx,2022-11-30
009830,KOSPI,기초 화학물질 제조업,한화솔루션,,38,2022-11-30,krx_pykrx,2022-11-30
010950,KOSPI,석유 정제품 제조업,S-Oil,,39,2022-11-30,krx_pykrx,2022-11-30
030200,KOSPI,전기 통신업,KT,,40,2022-11-30,krx_pykrx,2022-11-30
316140,KOSPI,기타 금융업,우리금융지주,,41,2022-11-30,krx_pykrx,2022-11-30
003490,KOSPI,항공 여객 운송업,대한항공,,42,2022-11-30,krx_pykrx,2022-11-30
024110,KOSPI,은행 및 저축기관,기업은행,,43,2022-11-30,krx_pykrx,2022-11-30
090430,KOSPI,기타 화학제품 제조업,아모레퍼시픽,,44,2022-11-30,krx_pykrx,2022-11-30
011070,KOSPI,전자부품 제조업,LG이노텍,,45,2022-11-30,krx_pykrx,2022-11-30
377300,KOSPI,금융 지원 서비스업,카카오페이,,46,2022-11-30,krx_pykrx,2022-11-30
